"sku","name","description","manufacturer","manufacturer_part_number","family_series","brand_logo_url","price","lead_time","is_discontinued","is_repairable","voltage","output_type","sensing_type","protection_rating","categories_separated","url","image_url","net_weight","gross_weight","ship_length","ship_width","ship_height","category_level_2","accessory_type"
"FL1F-J2B2-IDEC","FL1F-J2B2","2Pt Analog Input Expansion Module","IDEC","FL1F-J2B2","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","150.75","7","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/fl1f-j2b2-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-j2b2-idec.jpg","0.205","0.285","2.3","1.65","3.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL1F-M08B1S2-IDEC","FL1F-M08B1S2","Expansion Module, 4 In/4 Out, 12-24VDC","IDEC","FL1F-M08B1S2","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","102.8","11","0","0","null","Relay","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/fl1f-m08b1s2-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-m08b1s2-idec.jpg","0.205","0.285","2.3","1.65","3.5","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL1F-M08B2R2-IDEC","FL1F-M08B2R2","4in 4out 12-24VDC Exp. Module","IDEC","FL1F-M08B2R2","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","102.8","7","0","0","null","Relay","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/fl1f-m08b2r2-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-m08b2r2-idec.jpg","0.285","0.37","2.3","1.7","3.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL1F-M08C2R2-IDEC","FL1F-M08C2R2","Expansion Module, 4 In, 4 Out, 100-240VAC","IDEC","FL1F-M08C2R2","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","102.8","11","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/fl1f-m08c2r2-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-m08c2r2-idec.jpg","0.29","0.375","2.3","1.7","3.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL1F-M08D2R2-IDEC","FL1F-M08D2R2","Expansion Module, 4 In/4 Out, 24VAC/DC","IDEC","FL1F-M08D2R2","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","97.89","8","0","0","null","Relay","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/fl1f-m08d2r2-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-m08d2r2-idec.jpg","0.285","0.365","2.25","1.7","3.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL1F-RD1-IDEC","FL1F-RD1","Text Display Panel","IDEC","FL1F-RD1","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","368.65","9","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/fl1f-rd1-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl1f-rd1-idec.jpg","0.48","0.74","1.55","10.1","2.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FL9Y-LP1CDW-IDEC","FL9Y-LP1CDW","Programming Software, WindLGC","IDEC","FL9Y-LP1CDW","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","103.13","8","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/fl9y-lp1cdw-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/l/fl9y-lp1cdw-idec.jpg","0.195","0.195","3.15","3.15","0.05","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"FT1A-C12RA-B-IDEC","FT1A-C12RA-B","3.8in PLC+HMI Color Black Gray Bezel","IDEC","FT1A-C12RA-B","IDEC Programmable Logic Controllers, FT1A Series","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","637.96","59","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/ft1a-c12ra-b-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/t/ft1a-c12ra-b-idec.jpg","0.6614","1.28","2.3","3.05","4.65","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers, FT1A Series"
"FT1A-C14KA-B-IDEC","FT1A-C14KA-B","3.8 PLC+HMI 65K TFT Color Sink Output Black bezel","IDEC","FT1A-C14KA-B","IDEC Programmable Logic Controllers, FT1A Series","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","658.45","198","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/ft1a-c14ka-b-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/t/ft1a-c14ka-b-idec.jpg","0.6614","1.205","2.3","3.05","4.65","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers, FT1A Series"
"FT1A-PC1-IDEC","FT1A-PC1","SmartAXIS RS232C Cartridge","IDEC","FT1A-PC1","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","43.04","14","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/ft1a-pc1-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/f/t/ft1a-pc1-idec.jpg","0.0415","0.0415","1.31","1.77","2.74","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"GRV-CSERI-4-OPTO","GRV-CSERI-4","Serial communication, 4 channels, RS-232 or RS-485, channel-to-channel isolation","Opto 22","GRV-CSERI-4","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","842.47","15","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-cseri-4-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-cseri-4-opto-22.jpg","0.39","0.55","5.5","6.15","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-EPIC-PR1-OPTO","GRV-EPIC-PR1","groov EPIC, PLC, Controller, HDMI, USB, Up to 16 IO Modules, Rack Mount , gateway functions, Built In HMI","Opto 22","GRV-EPIC-PR1","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","1862.32","7","0","0","110-240 VAC, 24-48 VDC, 10-15 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/grv-epic-pr1-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-epic-pr1-opto-22.jpg","1.1","1.6","6.1","3.45","5.2","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-EPIC-PSAC-OPTO","GRV-EPIC-PSAC","groov EPIC Power Supply, 100-264 VAC","Opto 22","GRV-EPIC-PSAC","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","475.86","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-epic-psac-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-epic-psac-opto-22.jpg","0.835","1.02","5.6","2.35","4.6","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-IDC-24-OPTO","GRV-IDC-24","DC digital input, 24 channels, 15-30 V","Opto 22","GRV-IDC-24","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","461.54","29","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-idc-24-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-idc-24-opto-22.jpg","0.385","0.53","5.4","6.05","0.85","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-IDCI-12-OPTO","GRV-IDCI-12","DC digital input, 12 channels, 10-30 V, channel-to-channel isolation","Opto 22","GRV-IDCI-12","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","452.38","44","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-idci-12-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-idci-12-opto-22.jpg","0.39","0.515","5.6","6.05","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-IDCIS-12-OPTO","GRV-IDCIS-12","DC digital input, 12 channels, 10-30 V, channel-to-channel isolation, on/off status only","Opto 22","GRV-IDCIS-12","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","328.47","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-idcis-12-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-idcis-12-opto-22.jpg","0.39","0.5","5.55","6.05","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-IMA-24-OPTO","GRV-IMA-24","Analog current input, 24 channels, configurable input ranges of +/-20 mA, 0-20 mA, 4-20 mA","Opto 22","GRV-IMA-24","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","789.86","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-ima-24-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-ima-24-opto-22.jpg","0.39","0.53","5.5","6.05","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-ITR-12-OPTO","GRV-ITR-12","Analog input, 12 channels, temperature/thermistor or resistor","Opto 22","GRV-ITR-12","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","801.59","57","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-itr-12-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-itr-12-opto-22.jpg","0.0624","0.5","0.9","1","1","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-IV-24-OPTO","GRV-IV-24","Analog voltage input, 24 channels, 8 configurable input ranges from +/-160 V to +/-1.25 V","Opto 22","GRV-IV-24","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","912.7","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-iv-24-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-iv-24-opto-22.jpg","0.0624","0.55","0.9","1","1","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-OAC-12-OPTO","GRV-OAC-12","AC digital output, 12 channels, 12-250 VAC","Opto 22","GRV-OAC-12","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","530.77","15","0","0","null","Digital","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-oac-12-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-oac-12-opto-22.jpg","0.39","0.605","5.5","6.2","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-ODCIS-12-OPTO","GRV-ODCIS-12","DC digital output, 12 channels, 5-60 VDC, channel-to-channel isolation, on/off only","Opto 22","GRV-ODCIS-12","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","382.81","10","0","0","null","Digital","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-odcis-12-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-odcis-12-opto-22.jpg","0.39","0.565","5.5","6.05","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-ODCSRC-24-OPTO","GRV-ODCSRC-24","DC digital output, 24 channels, 5-60 VDC, sourcing","Opto 22","GRV-ODCSRC-24","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","626.98","39","0","0","null","Digital","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-odcsrc-24-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-odcsrc-24-opto-22.jpg","0.39","0.53","5.5","6.05","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-OMRIS-8-OPTO","GRV-OMRIS-8","AC/DC output, 8 channels, electromechanical relay, 0-250 VAC/5-30 VDC, 5 A","Opto 22","GRV-OMRIS-8","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","430.77","24","0","0","null","Analog","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-omris-8-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-omris-8-opto-22.jpg","0.39","0.58","5.5","6.1","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"GRV-OVMAILP-8-OPTO","GRV-OVMAILP-8","Analog output, 8 channels, voltage or current, channel-to-channel isolation, field or chassis-powered","Opto 22","GRV-OVMAILP-8","Opto 22 Programmable Logic Controllers, groov EPIC Series","https://www.galco.com/media/amasty/shopby/option_images/slider/opto/logo_s.jpg","1261.54","19","0","0","null","Analog","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/grv-ovmailp-8-opto.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/g/r/grv-ovmailp-8-opto-22.jpg","0.435","0.575","5.5","6.15","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Opto 22 Programmable Logic Controllers, groov EPIC Series"
"HG9Z-4K2PN04-IDEC","HG9Z-4K2PN04","SmartAXIS mounting bracket","IDEC","HG9Z-4K2PN04","IDEC Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","29.91","9","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/hg9z-4k2pn04-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/h/g/hg9z-4k2pn04-idec.jpg","0.025","0.12","0.8","1.75","0.55","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers"
"HM-PF-USB-010031-PRLF","HM-PF-USB-010031","Viator USB HART Interface","Pepperl Fuchs","70133892","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","647.22","54","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/hm-pf-usb-010031-54274.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/h/m/hm-pf-usb-010031-pepperl-fuchs.jpg","0.17","0.345","4.05","4.55","1.65","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"I3N100/08D12-SEHF-IMOA","I3N100/08D12-SEHF","i3  controller  8DI  4DO  8AI  4AO 1 Comms  LAN  uSD","IMO","I3N100/08D12-SEHF","IMO Programmable Logic Controllers","https://www.galco.com/media/brands/imoa/logo_s.jpg","1223.2","32","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/i3n100-08d12-sehf-427959.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/i/3/i3n100-08d12-sehf-imo.jpg","0.55","0.82","1.6","4.55","4.6","Products /// Automation & Control /// Programmable Logic Controllers","IMO Programmable Logic Controllers"
"I3N100/14004-SEHF-IMOA","I3N100/14004-SEHF","i3  controller  14DI  10DO  1 Comms  LAN  uSD","IMO","I3N100/14004-SEHF","IMO Programmable Logic Controllers","https://www.galco.com/media/brands/imoa/logo_s.jpg","1378.03","59","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/i3n100-14004-sehf-427959.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/i/3/i3n100-14004-sehf-imo.jpg","0.57","0.84","1.7","4.55","4.6","Products /// Automation & Control /// Programmable Logic Controllers","IMO Programmable Logic Controllers"
"IM21-14-CDTRI-TURK","IM21-14-CDTRI","M7505650","Turck","7505650","Turck Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/turk/logo_s.jpg","881.57","115","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/im21-14-cdtri-turck.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/i/m/im21-14-cdtri-turck.png","0.39","0.535","4.05","1.1","4.45","Products /// Automation & Control /// Programmable Logic Controllers","Turck Programmable Logic Controllers"
"IV-USB-IMOA","IV-USB","Communication Cable iView to pc","IMO","IV-USB","IMO Programmable Logic Controllers","https://www.galco.com/media/brands/imoa/logo_s.jpg","7.87","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/iv-usb-419241.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/i/v/iv-usb-imo.jpg","0.135","0.135","4.85","5.95","0.9","Products /// Automation & Control /// Programmable Logic Controllers","IMO Programmable Logic Controllers"
"JEPMC-W6003-03-E-YASK","JEPMC-W6003-03-E","Mchtrlnk M2 Cbl w/core,USBx2, 3m","Yaskawa","JEPMC-W6003-03-E","Yaskawa Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/yask/logo_s.jpg","79.9","7","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/jepmc-w6003-03-e-yaskawa.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/j/e/jepmc-w6003-03-e-yaskawa.jpg","0.415","0.415","12.05","11.8","1.75","Products /// Automation & Control /// Programmable Logic Controllers","Yaskawa Programmable Logic Controllers"
"JUSP-BA01-E-YASK","JUSP-BA01-E","SIGMA 5 BATTERY CASE","Yaskawa","JUSP-BA01-E","Yaskawa Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/yask/logo_s.jpg","32.95","3","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/jusp-ba01-e-yaskawa.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/j/u/jusp-ba01-e-yaskawa.jpg","0.05","0.05","1.1","2.3","0.8","Products /// Automation & Control /// Programmable Logic Controllers","Yaskawa Programmable Logic Controllers"
"JUSP-TA50PG-E-YASK","JUSP-TA50PG-E","CONNECTOR TERMINAL BLOCK","Yaskawa","JUSP-TA50PG-E","Yaskawa Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/yask/logo_s.jpg","339.2","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/jusp-ta50pg-e-yaskawa.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/j/u/jusp-ta50pg-e-yaskawa.jpg","0.93","1.006","11.3","5.95","1.75","Products /// Automation & Control /// Programmable Logic Controllers","Yaskawa Programmable Logic Controllers"
"KCD2-SR-EX1 -PRLF","KCD2-SR-EX1","null","Pepperl Fuchs","70109406","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","250.2","103","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/kcd2-sr-ex1-54274.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/c/kcd2-sr-ex1-pepperl-fuchs.jpg","0.195","0.245","4.55","4.7","0.65","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"KCD2-SR-EX2-PRLF","KCD2-SR-EX2","Switch Amplifier, 2-channel, 24 VDC Supply, Relay contact output","Pepperl Fuchs","70112153","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","331.06","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/kcd2-sr-ex2-pepperl-fuchs.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/c/kcd2-sr-ex2-pepperl-fuchs.jpg","0.275","0.275","0.95","4.85","4.7","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"KFD2-STC5-EX1-PRLF","KFD2-STC5-EX1","Power Supply SMART Transmitter","Pepperl Fuchs","70124109","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","405.77","35","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/kfd2-stc5-ex1-pepperl-fuchs.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/f/kfd2-stc5-ex1-pepperl-fuchs.jpg","0.245","0.3","4.9","0.9","4.5","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"KFD2-STC5-EX1.2O-PRLF","KFD2-STC5-EX1.2O","K-System Analog Isolators splitter","Pepperl Fuchs","239214","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","663.72","15","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/kfd2-stc5-ex1-2o-pepperl-fuchs.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/f/kfd2-stc5-ex1-2o-pepperl-fuchs.jpg","0.35","0.35","4.75","4.9","1.25","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"KFD2-STC5-EX2-PRLF","KFD2-STC5-EX2","Power Supply SMART Transmitter","Pepperl Fuchs","203645","Pepperl Fuchs Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/prlf/logo_s.jpg","771.03","66","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/kfd2-stc5-ex2-pepperl-fuchs.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/f/kfd2-stc5-ex2-pepperl-fuchs.jpg","0.375","0.375","4.75","4.95","1.25","Products /// Automation & Control /// Programmable Logic Controllers","Pepperl Fuchs Programmable Logic Controllers"
"KIT-FC6A-16-RA-HG1G-IDEC","KIT-FC6A-16-RA-HG1G","PLC & HMI Starter Kit, 16 I/O Pentra 4.3in. HG1G color TFT, Software, 60W Power Supply, and Cables","IDEC","KIT-FC6A-16-RA-HG1G","IDEC Programmable Logic Controllers, FC6A Series","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","808.32","348","0","0","100-240 VAC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/kit-fc6a-16-ra-hg1g-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/i/kit-fc6a-16-ra-hg1g-idec.jpg","0.79","1.25","3","4.15","3.75","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers, FC6A Series"
"KIT-FC6A-16-RC-HG1G-IDEC","KIT-FC6A-16-RC-HG1G","PLC & HMI Starter Kit, 16 I/O Pentra 4.3in. HG1G color TFT, Software, 60W Power Supply, and Cables","IDEC","KIT-FC6A-16-RC-HG1G","IDEC Programmable Logic Controllers, FC6A Series","https://www.galco.com/media/amasty/shopby/option_images/slider/idec/logo_s.jpg","808.32","534","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/kit-fc6a-16-rc-hg1g-idec.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/k/i/kit-fc6a-16-rc-hg1g-idec.jpg","0.75","1.195","3","4.15","3.75","Products /// Automation & Control /// Programmable Logic Controllers","IDEC Programmable Logic Controllers, FC6A Series"
