"sku","name","description","manufacturer","manufacturer_part_number","family_series","brand_logo_url","price","lead_time","is_discontinued","is_repairable","voltage","output_type","sensing_type","protection_rating","categories_separated","url","image_url","net_weight","gross_weight","ship_length","ship_width","ship_height","category_level_2","accessory_type"
"1501-AQN5-EDWD","1501-AQN5","Door Holder 24V Ac/Dc 120V Ac","Edwards Signaling","1501-AQN5","Edwards Signaling Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/edwd/logo_s.jpg","129.15","59","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/1501-aqn5-edwards-signaling.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/5/1501-aqn5-edwards-signaling_1.png","3.205","4.715","4.8","4.45","3.45","Products /// Automation & Control /// Programmable Logic Controllers","Edwards Signaling Programmable Logic Controllers"
"1SAP120600R0071-ABBG","1SAP120600R0071","PM554-TP-ETH, AC500-eCo CPU, 128 KB Memory, 8DI, 6 Transistor Out, 24 V DC, Ethernet Communication","ABB","1SAP120600R0071","ABB Programmable Logic Controllers, AC500-eCo Series","https://www.galco.com/media/brands/abb/logo_s.jpg","876.23","158","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/1sap120600r0071-abbg.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/s/1sap120600r0071-abb.jpg","0.735","1.08","5.3","3.25","2.95","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers, AC500-eCo Series"
"1SAP130300R0271-ABBG","1SAP130300R0271","PM573-ETH,AC500 512/512KB User/Data Memory, 0.09us/scan, V2.x","ABB","1SAP130300R0271","ABB Programmable Logic Controllers, AC500 Series","https://www.galco.com/media/brands/abb/logo_s.jpg","2085.85","128","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/1sap130300r0271-abbg.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/s/1sap130300r0271-abb_1.png","0.3306","0.35","2.83","2.66","2.99","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers, AC500 Series"
"1SAP180100R0001-ABBG","1SAP180100R0001","MC502, SD Memory Card 2 GB needs the MC503 option","ABB","1SAP180100R0001","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","216.89","8","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/1sap180100r0001-abb-control.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/s/1sap180100r0001-abb.jpg","0.005","0.025","1.3","0.9","0.1","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1SAP180600R0001-ABBG","1SAP180600R0001","TA524: AC500, Dummy Coupler Module","ABB","1SAP180600R0001","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","32.17","10","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/1sap180600r0001-abb-control.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/s/1sap180600r0001-abb.jpg","0.17","0.23","2.75","5.4","1.1","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1SAP250700R0001-ABBG","1SAP250700R0001","DA501,DA501: S500, I/O MODULE, 16DI/8DC/4AI/2AO","ABB","1SAP250700R0001","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","1053.3","7","0","0","null","Transistor","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/1sap250700r0001-abb.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/s/1sap250700r0001-abb.jpg","0.275","0.335","2.65","2.65","3.25","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1TNE968901R3103-ABBG","1TNE968901R3103","TA564-9/L444409:S500,Terminal block, F/F,9 screw, Screw Front / Cable Front, 9 poles, Pitch 5.0mm","ABB","1TNE968901R3103","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","13.49","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/1tne968901r3103-abb.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/t/1tne968901r3103-abb.png","0.06","0.06","4.6","1.8","0.6","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1TNE968901R3104-ABBG","1TNE968901R3104","TA564-11/L444411:S500, Terminal block, F/F, 11 screw, Screw Front / Cable Front, 11 poles, Pitch 5.0mm","ABB","1TNE968901R3104","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","17.02","7","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/1tne968901r3104-abb-control.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/t/1tne968901r3104-abb.png","0.08","0.075","1","2.15","0.65","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1TNE968902R2102-ABBG","1TNE968902R2102","DI562, AC500-eCo I/O Module, 16DI, (1) 9 Pole Terminal Block, (1) 11 Pole Terminal Block","ABB","1TNE968902R2102","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","174.83","78","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/1tne968902r2102-abb-control.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/t/1tne968902r2102-abb.jpg","0.295","0.525","5.3","1.6","2.9","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"1TNE968902R2302-ABBG","1TNE968902R2302","DX571, AC500-eCo I/O Module, 8DI, 8 Relay Out, (1) 9 Pole Terminal Block, (1) 11 Pole Terminal Block","ABB","1TNE968902R2302","ABB Programmable Logic Controllers","https://www.galco.com/media/brands/abb/logo_s.jpg","224.15","19","0","0","null","Relay","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Expansions","https://www.galco.com/1tne968902r2302-abb-control.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/1/t/1tne968902r2302-abb.png","0.305","0.535","2.85","1.65","5.4","Products /// Automation & Control /// Programmable Logic Controllers","ABB Programmable Logic Controllers"
"305160-PILZ","305160","PSS Conv USB / RS 232","PILZ","305160","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","218.67","22","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/305160-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/0/305160-pilz.jpg","0.3527","0.3527","1.16","5.35","9","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"312200-PILZ","312200","PSSu E F 4DI","PILZ","312200","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","173","144","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/312200-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/1/312200-pilz.jpg","0.0794","0.097","2.37","0.5","2.99","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"312210-PILZ","312210","PSSu E F 4DO 0.5","PILZ","312210","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","223","99","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/312210-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/1/312210-pilz.jpg","0.075","0.095","2.3","2.9","0.5","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"312601-PILZ","312601","PSSu BP 1/8 C","PILZ","312601","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","15","14","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/312601-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/1/312601-pilz.jpg","0.085","0.105","0.9","1.9","5.05","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"312992-PILZ","312992","PSSu A USB-CAB03","PILZ","312992","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","58","13","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/312992-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/1/312992-pilz.jpg","0.15","0.15","0.85","4.85","4.85","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"328131-PILZ","328131","PSS u2 EF 8DO 0.5A","PILZ","328131","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","269.66","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/328131.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/3/2/328131-pilz.jpg","0.075","0.08","4.35","2.85","0.6","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"401200-PILZ","401200","PIT JS HOLDER","PILZ","401200","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","93.87","14","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/401200-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/4/0/401200-pilz.jpg","1.225","1.495","2.95","3.25","12.35","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"513120-PILZ","513120","PSEN 2.2-20/ 1 UNIT ACTUATOR","PILZ","513120","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","24.42","19","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/513120.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/1/513120-pilz.jpg","0.0419","0.0463","0.51","1.02","1.42","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"534310-PILZ","534310","PSEN Spacer, Plastic, 10/PK","PILZ","534310","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","155.24","19","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/534310-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/3/534310-pilz.jpg","0.12","0.12","1.35","1","0.3","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"535110-PILZ","535110","PSEN I1 ADAPTER F. 4 PSEN 2","PILZ","535110","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","80","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/535110-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/3/535110-pilz.jpg","0.1808","0.206","4.1","2.1","1.68","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"535120-PILZ","535120","Multiple Interface for Series Conn, PSEN IX1 ADAPTER F. 4 PSEN 1","PILZ","535120","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","113.33","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/535120-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/3/535120-pilz.jpg","0.25","0.25","2.27","1.89","3.92","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"53800141-LUZE","53800141","-","Leuze","53800141","Leuze Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/luze/logo_s.jpg","312.29","5","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/53800141-leuze.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/3/53800141-leuze.jpg","0.29","0.58","4.6","4.6","3.3","Products /// Automation & Control /// Programmable Logic Controllers","Leuze Programmable Logic Controllers"
"540010-PILZ","540010","PSENBOLT, GAE MOUNTING HARDWARE, PREDRILLED FOR PSENCODE GATE SWITCH","PILZ","540010","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","284","2","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/540010-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/4/540010-pilz.jpg","1.6","2.89","2.95","3.1","8.15","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"570550-PILZ","570550","PSEN sl bracket swing door","PILZ","570550","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","36.15","26","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/570550-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/7/570550-pilz.jpg","0.18","0.185","3.05","1.55","1.45","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"570551-PILZ","570551","PSEN sl bracket sliding door","PILZ","570551","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","52.76","15","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/570551-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/7/570551-pilz.jpg","0.14","0.14","2.25","1.55","1.55","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"570875-PILZ","570875","PSEN sg color covers (pushbutton)","PILZ","570875","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","13","19","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/570875-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/7/570875-pilz.jpg","0.005","0.01","0.7","0.7","0.2","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"580004-LUZE","580004","AC-PDA1/A, Adapter","Leuze","580004","Leuze Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/luze/logo_s.jpg","86.24","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/580004-leuze.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/5/8/580004-leuze.jpg","0.215","0.245","2.5","2.15","1.5","Products /// Automation & Control /// Programmable Logic Controllers","Leuze Programmable Logic Controllers"
"6K000009-PILZ","6K000009","null","PILZ","6K000009","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","486.55","null","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/6k000009-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/6/k/6k000009-pilz.jpg","1.33","1.33","1.55","2.55","8.8","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"710001-PILZ","710001","PNOZ c1 24VDC 3n/o 1n/c","PILZ","710001","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","372.13","20","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/710001-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/1/710001-pilz.jpg","0.055","0.055","4","4","0.91","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"750-8212-WAGO","750-8212","Controller PFC200; 2nd Generation; 2 x ETHERNET, RS-232/-485; light gray","Wago","60372744","Wago Programmable Logic Controllers, PFC200 Series","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","1830","13","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-8212-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-8212-wago.jpg","0.48","0.555","4.1","11.15","2.85","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers, PFC200 Series"
"750-8214-WAGO","750-8214","PFC200G2 2ETH RS CAN","Wago","60372880","Wago Programmable Logic Controllers, PFC200 Series","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","1992","133","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-8214-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-8214-wago.jpg","0.55","0.67","2.75","3.85","4.45","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers, PFC200 Series"
"750-842-WAGO","750-842","Controller ETHERNET","Wago","51189365","Wago Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","822.3","12","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-842-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-842-wago.jpg","0.39","0.455","3.93","1.98","2.79","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers"
"750-862-WAGO","750-862","Controller Modbus TCPG4 2ETH ECO","Wago","60388773","Wago Programmable Logic Controllers, 750 Series","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","730","36","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-862-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-862-wago.jpg","0.2319","0.2319","3.81","1.95","2.83","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers, 750 Series"
"750-890-WAGO","750-890","Controller Modbus TCPG4 2ETH SD","Wago","60388774","Wago Programmable Logic Controllers, 750 Series","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","1284","75","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-890-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-890-wago.jpg","0.3344","0.44","3.94","2.42","2.83","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers, 750 Series"
"750-891-WAGO","750-891","Controller Modbus TCPG4 2ETH","Wago","60388772","Wago Programmable Logic Controllers, 750 Series","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","1021","17","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-891-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-891-wago.jpg","0.335","0.405","2.4","3.85","2.85","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers, 750 Series"
"750-893-WAGO","750-893","CONTROLLER ETHERNET","Wago","750-893","Wago Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/wago/logo_s.jpg","1333","21","0","0","24 VDC","null","null","null","Products > Automation & Control > Programmable Logic Controllers > Programmable Logic Controllers","https://www.galco.com/750-893-wago.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750-893-wago.jpg","0.34","0.405","2.83","2.42","3.93","Products /// Automation & Control /// Programmable Logic Controllers","Wago Programmable Logic Controllers"
"750020-PILZ","750020","PNOZ S Connector, 10pcs/PK","PILZ","750020","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","54.19","6","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/750020-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750020-pilz.jpg","0.005","0.005","0.5","0.65","1","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"750124-PILZ","750124","PNOZ s4.1 24VDC 3 n/o 1 n/c","PILZ","750124","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","380","101","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/750124-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750124-pilz.jpg","0.4145","0.5005","4.72","0.89","3.78","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"750154-PILZ","750154","PNOZ s4.1 48-240VACDC 3 n/o 1 n/c","PILZ","750154","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","398","34","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/750154-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/750154-pilz.jpg","0.463","0.5953","4.72","0.89","3.78","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"751016-PILZ","751016","Set4 Spring Terminals","PILZ","751016","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","14","99","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/751016-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/5/751016-pilz.jpg","0.03","0.03","2.75","2.35","1","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"772104-PILZ","772104","null","PILZ","772104","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","901.02","null","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/772104-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/7/772104-pilz.jpg","0.52","0.52","2","3.9","4.75","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"772105-PILZ","772105","null","PILZ","772105","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","555.25","null","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/772105-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/7/772105-pilz.jpg","0.245","0.245","1.2","3.9","4.75","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"773868-PILZ","773868","PNOZ MSI12P ROCKWELL 15/15 2,5M","PILZ","773868","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","200","4","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/773868-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/7/773868-pilz.jpg","0.2646","0.2866","98.43","1.18","1.57","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"774639-PILZ","774639","Coupling Connector","PILZ","774639","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","44","4","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/774639-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/7/774639-pilz.jpg","0.025","0.025","1.17","0.88","0.9","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"779200-PILZ","779200","PNOZMULTI CHIP CARD SET","PILZ","779200","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","217.33","18","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/779200-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/7/779200-pilz.jpg","0.0992","0.1036","0.98","0.59","0.03","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"783536-PILZ","783536","Cage Clamp Terminals, PNOZ mo4p Set","PILZ","783536","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","25.33","61","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/783536-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/8/783536-pilz.jpg","0.0331","0.0353","0.55","0.8","1","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
"783540-PILZ","783540","3 PACK, Spring terminals PNOZ mml2p 1 pc.","PILZ","783540","Pilz Programmable Logic Controllers","https://www.galco.com/media/amasty/shopby/option_images/slider/pilz/logo_s.jpg","45","8","0","0","null","null","null","null","Products > Automation & Control > Programmable Logic Controllers > PLC Accessories","https://www.galco.com/783540-pilz.html","https://www.galco.com/media/catalog/product/cache/0ea835f39922766a68bc9b4391a5bb45/7/8/783540-pilz.jpg","0.005","0.005","0.85","0.8","0.85","Products /// Automation & Control /// Programmable Logic Controllers","Pilz Programmable Logic Controllers"
